step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFlaggedFraud,FLAG,timestamp
730,DEBIT,453.1246011056679,C9205,2348.490159849975,1895.3655587443072,M7722,30378.303289448766,30831.427890554434,0,0,2025-05-09 03:32:10
730,CASH_OUT,976.5532265706014,C5916,5964.39138184793,4987.838155277328,M8646,31413.4870671616,32390.040293732203,0,0,2025-05-09 03:32:10
730,CASH_OUT,377.73951023163767,C6637,1268.090752252215,890.3512420205773,M9347,21807.824112013706,22185.563622245343,0,0,2025-05-09 03:32:10
730,PAYMENT,36.95937005111897,C5819,168.23913451552227,131.27976446440329,M7157,7344.629505695388,7381.588875746506,0,0,2025-05-09 03:32:10
730,DEBIT,546.9469793240852,C7053,5178.843817433862,4631.896838109777,M3042,49953.6255805113,50500.57255983539,0,0,2025-05-09 03:32:10
730,DEBIT,137.89982220732392,C6431,152.34467075574187,14.444848548417951,M3336,21512.662665052972,21650.562487260297,0,0,2025-05-09 03:32:10
730,CASH_OUT,68498.38738974363,C7479,82198.06486769234,13699.677477948717,M4745,31118.035704673643,99616.42309441727,0,0,2025-05-09 03:32:10
730,DEBIT,624.0256695173807,C4919,2784.3930330244807,2160.3673635071,M4840,8893.635914933357,9517.661584450738,0,0,2025-05-09 03:32:10
730,CASH_OUT,2.5880047287006707,C4151,13.592367807898745,11.004363079198074,M8596,38403.97176225252,38406.55976698122,0,1,2025-05-09 03:32:10
730,PAYMENT,32.38813582080057,C1237,69.14239373339933,36.75425791259876,M1416,47110.38120827643,47142.76934409723,0,0,2025-05-09 03:32:10
730,DEBIT,722.6946123295396,C8540,995.6007463761077,272.9061340465681,M8717,20224.587225315932,20947.28183764547,0,0,2025-05-09 03:32:10
730,CASH_OUT,497.15212584790646,C7525,960.9407625547949,463.78863670688844,M7879,49348.27466631275,49845.42679216065,0,0,2025-05-09 03:32:10
730,TRANSFER,219.7660243858421,C5399,1845.5796054975424,1625.8135811117004,M3937,45376.84820371114,45596.61422809698,0,0,2025-05-09 03:32:10
730,TRANSFER,126400.26316407582,C3871,151680.31579689097,25280.052632815146,M2534,39777.842505917964,166178.1056699938,0,1,2025-05-09 03:32:10
730,CASH_OUT,176.05031925228022,C9141,242.50370521399407,66.45338596171385,M5849,19025.649628171053,19201.699947423334,0,0,2025-05-09 03:32:10
730,DEBIT,187.24403243681962,C2898,1494.9043338004458,1307.660301363626,M8130,25405.339221941897,25592.583254378715,0,0,2025-05-09 03:32:10
730,CASH_OUT,222.58871016041996,C7028,503.7502913959984,281.1615812355784,M1433,42263.22417498305,42485.81288514347,0,0,2025-05-09 03:32:10
730,TRANSFER,864.9514849973668,C5942,5561.714816907638,4696.7633319102715,M2638,38353.519306450755,39218.47079144812,0,0,2025-05-09 03:32:10
730,CASH_OUT,67.65559248592757,C1876,628.2669126086898,560.6113201227622,M4000,11837.049911137748,11904.705503623676,0,0,2025-05-09 03:32:10
730,DEBIT,246.5168959884296,C9575,2191.278399792622,1944.7615038041927,M1376,29557.171477494354,29803.688373482782,0,0,2025-05-09 03:32:10
731,TRANSFER,157392.37310201902,C5739,188870.84772242283,31478.47462040381,M9575,4366.795587946221,161759.16868996524,0,1,2025-05-09 03:32:11
731,PAYMENT,558.1659953812186,C5067,3158.9089241043694,2600.7429287231507,M3306,20379.422163951545,20937.588159332765,0,0,2025-05-09 03:32:11
731,CASH_OUT,439.2782956761587,C2231,1929.4033868685833,1490.1250911924246,M9170,25661.428426771054,26100.706722447212,0,0,2025-05-09 03:32:11
731,CASH_OUT,471.6010418259653,C1920,1969.945649042678,1498.3446072167128,M3475,44487.39516030909,44958.99620213506,0,0,2025-05-09 03:32:11
731,DEBIT,348.313137624491,C5165,820.4110702632536,472.0979326387626,M8655,29645.035688475764,29993.348826100257,0,0,2025-05-09 03:32:11
731,DEBIT,938.6228145525009,C7817,5340.432763699629,4401.809949147128,M7892,911.4850809653574,1850.1078955178582,0,0,2025-05-09 03:32:11
731,CASH_OUT,903.1723975283993,C8038,7703.050242067902,6799.877844539503,M7084,47498.300004151984,48401.47240168038,0,0,2025-05-09 03:32:11
731,DEBIT,37.08552157253487,C5943,171.65576567649316,134.5702441039583,M8328,18406.855184775224,18443.94070634776,0,0,2025-05-09 03:32:11
731,CASH_OUT,694.7772669758369,C8859,6930.0035445076155,6235.226277531779,M9458,11450.810898819735,12145.588165795572,0,0,2025-05-09 03:32:11
731,TRANSFER,142.96255841137622,C8087,944.5305594677773,801.568001056401,M1821,10684.378278063905,10827.340836475281,0,0,2025-05-09 03:32:11
732,PAYMENT,273.85769337506747,C5156,1357.2572327962143,1083.399539421147,M8522,23528.83208733787,23802.689780712935,0,0,2025-05-09 03:32:12
732,CASH_OUT,607.3256634869969,C5101,3266.802134496442,2659.476471009445,M7582,41547.682144429724,42155.00780791672,0,0,2025-05-09 03:32:12
732,TRANSFER,129.25896726616713,C5022,1279.556143895773,1150.297176629606,M6608,49290.11371532672,49419.37268259289,0,0,2025-05-09 03:32:12
732,DEBIT,760.3765863232802,C4470,3721.2147689622616,2960.8381826389814,M1882,19470.79964417367,20231.17623049695,0,0,2025-05-09 03:32:12
732,TRANSFER,403.95522627776467,C2860,2269.6000180520864,1865.6447917743217,M6704,661.3003162890318,1065.2555425667965,0,0,2025-05-09 03:32:12
732,PAYMENT,355.3722356074132,C1110,824.9493079852128,469.57707237779965,M2946,27971.119889523005,28326.49212513042,0,0,2025-05-09 03:32:12
732,TRANSFER,162937.83320871237,C4703,195525.39985045485,32587.56664174248,M4122,47109.57630707087,210047.40951578325,0,0,2025-05-09 03:32:12
732,DEBIT,7.257258771329571,C1741,33.95323369897561,26.695974927646038,M4988,15360.8469304719,15368.10418924323,0,1,2025-05-09 03:32:12
732,CASH_OUT,126996.18991689644,C7305,152395.42790027574,25399.237983379295,M7547,18952.92553618716,145949.1154530836,0,0,2025-05-09 03:32:12
732,PAYMENT,961.2910831752797,C3813,1485.4739711626771,524.1828879873974,M2520,41845.79404212939,42807.08512530467,0,0,2025-05-09 03:32:12
733,TRANSFER,4.736978804362431,C6811,8.46839673716993,3.7314179328075,M8306,45919.64413834215,45924.38111714651,0,1,2025-05-09 03:32:13
733,TRANSFER,458.0609325427091,C7494,684.6277013765423,226.56676883383318,M7698,42458.152367789706,42916.21330033241,0,0,2025-05-09 03:32:13
733,CASH_OUT,224.5450857978843,C4859,725.8710620834069,501.32597628552253,M7280,34984.573962366645,35209.11904816453,0,0,2025-05-09 03:32:13
733,TRANSFER,915.8265895567662,C2417,6992.0914448453395,6076.264855288573,M4900,41091.41123699953,42007.237826556295,0,0,2025-05-09 03:32:13
733,DEBIT,162.26935230194263,C2634,1105.9725115943852,943.7031592924426,M5693,36369.53534744591,36531.80469974785,0,0,2025-05-09 03:32:13
733,DEBIT,889.6347643228453,C6766,7993.547354074374,7103.912589751529,M7678,153.14314048150425,1042.7779048043494,0,0,2025-05-09 03:32:13
733,DEBIT,390.3346896725492,C9112,3713.786909032821,3323.4522193602716,M7248,4323.782193637194,4714.116883309743,0,0,2025-05-09 03:32:13
733,CASH_OUT,148.1963624643704,C4993,1332.8441009484163,1184.647738484046,M2713,38930.726009227576,39078.922371691944,0,0,2025-05-09 03:32:13
733,CASH_OUT,549.1369169865807,C6441,2061.3776136139813,1512.2406966274007,M4847,28785.65610387366,29334.79302086024,0,0,2025-05-09 03:32:13
733,TRANSFER,357.6103588755437,C2039,3292.621883347054,2935.0115244715103,M5259,11495.858573721245,11853.468932596788,0,0,2025-05-09 03:32:13
734,PAYMENT,2.5423471864235405,C5519,13.958999292778902,11.416652106355361,M9628,1474.7853681226663,1477.3277153090899,0,1,2025-05-09 03:32:14
734,CASH_OUT,265.65132835534405,C4632,514.3651364300979,248.71380807475384,M2482,8372.135684539544,8637.787012894889,0,0,2025-05-09 03:32:14
